Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M2R,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,4650
M2R,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2985
M2R,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2350
M2R,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1520
M2R,Family characteristics,Number of persons in private households,,,,,,40345
M2R,Family characteristics,Average household size,,,,,,2.6
M2R,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,11285
M2R,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,5370
M2R,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,3020
M2R,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,2135
M2R,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,755
M2R,Family characteristics,Average size of census families,,,,,,2.9
M2R,Family characteristics,Total number of census families in private households - 100% data,,,,,,11285
M2R,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,8795
M2R,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,8050
M2R,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,745
M2R,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,2490
M2R,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,2145
M2R,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,340
M2R,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,8795
M2R,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,3745
M2R,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,5045
M2R,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,2350
M2R,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1985
M2R,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,710
M2R,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,2490
M2R,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1630
M2R,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,665
M2R,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,195
M2R,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,7990
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,13245
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2555
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,6710
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,3975
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,1355
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,1310
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,115
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,1180
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,15
M3A,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M3A,Family characteristics,Total - Private households by household size - 100% data,,,,,,13240
M3A,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3360
M3A,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3870
M3A,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2525
